sys_sch,SystemId,SystemName,SchoolId,SchoolName,Grade14,Achievement14E,Progress14E,Gap14E,Challenge14E,CCRPIScore14E,performance14_1E,performance14_2E,performance14_3E,performance14_4E,performance14_9E,performance14_10E,Achievement13E,Progress13E,Gap13E,Challenge13E,CCRPIScore13E,performance13_1E,performance13_2E,performance13_3E,performance13_4E,Achievement12E,Progress12E,Gap12E,Challenge12E,CCRPIScore12E,performance12_1E,performance12_2E,performance12_3E,performance12_4E,Achievement14H,Progress14H,Gap14H,Challenge14H,CCRPIScore14H,performance14_2H,performance14_3H,performance14_6H,performance14_7H,performance14_11H,performance14_12H,performance14_17H,Achievement13H,Progress13H,Gap13H,Challenge13H,CCRPIScore13H,performance13_2H,performance13_3H,performance13_6H,performance13_7H,Achievement12H,Progress12H,Gap12H,Challenge12H,CCRPIScore12H,performance12_2H,performance12_6H,performance12_7H,Achievement14M,Progress14M,Gap14M,Challenge14M,CCRPIScore14M,performance14_1M,performance14_2M,performance14_3M,performance14_4M,performance14_9M,Achievement13M,Progress13M,Gap13M,Challenge13M,CCRPIScore13M,performance13_1M,performance13_2M,performance13_3M,performance13_4M,Achievement12M,Progress12M,Gap12M,Challenge12M,CCRPIScore12M,performance12_1M,performance12_2M,performance12_3M,performance12_4M,SingleScore14,SingleScore13,SingleScore12,enrollment_count,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Grades,Phone_Number,Street,City,State,Zip_Code,enroll_E_12,enroll_H_12,enroll_M_12,total_enroll12,E_pct_12,M_pct_12,H_pct_12,enroll_E_13,enroll_H_13,enroll_M_13,total_enroll13,E_pct_13,M_pct_13,H_pct_13,enroll_E_14,enroll_H_14,enroll_M_14,total_enroll14,E_pct_14,M_pct_14,H_pct_14,Grade13,Grade12
660506,660,Fulton County,506,Fulton Science Academy High School,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,18.9,13.8,3.9,90.5,98,64.1,100,89.3,80,51.7,96.3,54,18.9,12.5,4,89.4,97.1,74,96.1,94.3,51.8,21.1,13.8,2.9,89.6,92.6,98.9,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,89.4000015258789,89.5999984741211,173,17,0,26,9,7,40,14,6.40000009536743,5,9-12,(770) 475-3223,4100 Old Milton Pkwy,Alpharetta,GA,30005,,293,,293,,,1,,279,,279,,,1,,190,,190,,,1,B,B
6605060,660,Fulton County,5060,Mount Olive Elementary School,F,33.3,13.1,4,0.5,50.9,77.4,86.5,70.6,57.7,36.8,35.2,34.8,14.9,5,0.5,55.2,76.1,83,73.8,55.5,36.4,13.9,0,0.5,50.8,84.3,84.7,69.6,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9000015258789,55.2000007629395,50.7999992370605,611,1,0,89,9,1,0,96,11.3000001907349,10,K-5,(404) 669-8050,3353 Mount Olive Rd,East Point,GA,30344,783,,,783,1,,,725,,,725,1,,,763,,,763,1,,,F,F
6605069,660,Fulton County,5069,Westlake High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,15.4,5,2.5,64.7,91.6,34.3,59.5,57,46.2,51.9,79.3,41.4,15,10,2.7,69.1,93.8,24.3,63.1,69.1,39,14.3,8.7,2.1,64.1,91.9,70.5,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6999969482422,69.0999984741211,64.0999984741211,1883,1,0,98,1,1,0,61,7.40000009536743,0,9-12,(404) 346-6400,2400 Union Rd Sw,Atlanta,GA,30331,,2130,,2130,,,1,,2010,,2010,,,1,,2080,,2080,,,1,D,D
660591,660,Fulton County,591,Taylor Road Middle School,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,15.9,14,2.8,90.8,98.5,99.6,97.2,94.7,94.3,58,17.9,14,3.2,93.1,98,99.3,97.7,92.4,58.6,17.9,13,2.8,92.3,99,99.4,97.1,92.9,90.8000030517578,93.0999984741211,92.3000030517578,1036,26,0,15,9,4,46,17,9.80000019073486,4,6-8,(770) 740-7090,5150 Taylor Rd,Alpharetta,GA,30022,,,1000,1000,,1,,,,1102,1102,,1,,,,1066,1066,,1,,A,A
660597,660,Fulton County,597,Northwestern Middle School,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,16.7,15,2.1,92.8,99,99.7,97.8,95.4,95.9,58.9,17.3,15,2.7,93.9,99,99.5,97.2,94.1,58.9,17.6,14,1.9,92.4,98.8,99.4,97,95.1,92.8000030517578,93.9000015258789,92.4000015258789,1347,9,0,10,7,3,71,10,8.80000019073486,1,6-8,(770) 667-2870,12805 Birmingham Hwy,Alpharetta,GA,30004,,,1304,1304,,1,,,,1370,1370,,1,,,,1395,1395,,1,,A,A
660603,660,Fulton County,603,Sandy Springs Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,15.6,6,1.5,70.8,93.1,95.1,85.1,75.7,73.9,47.5,16.3,8,4,75.8,92,96.7,83.5,77.1,42.3,15.4,9,2.5,69.2,92,94.9,78.4,78,70.8000030517578,75.8000030517578,69.1999969482422,880,3,0,51,22,5,19,67,13.3000001907349,8,6-8,(770) 552-4970,8750 Colonel Dr,Atlanta,GA,30350,,,994,994,,1,,,,1015,1015,,1,,,,1004,1004,,1,,C,D
660605,660,Fulton County,605,Hapeville Charter Middle School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,12.3,3,2.5,59.5,91.2,95,72.7,62.2,72.1,42.1,13.4,3,2.9,61.4,92.5,95.2,79.9,60.5,40.6,14.5,6,4.7,65.8,95.6,97.9,83.8,67.8,59.5,61.4000015258789,65.8000030517578,560,1,0,84,13,1,0,96,6.80000019073486,1,6-10,(404) 767-7730,3510 Atlanta Ave,Hapeville,GA,30354,,,584,584,,1,,,,572,572,,1,,,,576,576,,1,,D,D
660691,660,Fulton County,691,Tri-Cities High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,14.6,5,0.9,57.7,85.9,18.9,53.4,59.2,32.5,56.9,67.3,37.3,14.9,8.7,1.9,62.8,84,9.3,58.4,55.6,35.4,11.6,7.5,2.2,56.7,84.8,49.3,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7000007629395,62.7999992370605,56.7000007629395,1650,1,0,78,19,1,1,82,12,4,9-12,(404) 669-8200,2575 Harris St,East Point,GA,30344,,2049,,2049,,,1,,2018,,2018,,,1,,1843,,1843,,,1,D,F
660701,660,Fulton County,701,Ocee Elementary School,A,57.2,18.9,15,4,95.1,98.7,99.7,95.7,96.5,90,94.3,58.2,19.1,14,3.6,94.9,99.5,99.2,96.6,95,57.3,19.4,15,3.2,94.9,97.9,98.9,96.3,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0999984741211,94.9000015258789,94.9000015258789,797,23,0,11,12,4,51,17,9.89999961853027,8,K-5,(770) 667-2960,4375 Kimball Bridge Rd,Alpharetta,GA,30022,802,,,802,1,,,806,,,806,1,,,853,,,853,1,,,A,A
660702,660,Fulton County,702,Woodland Elementary School,B,50,18.2,9,5,82.2,94.8,97.7,87.4,85.1,69.6,74.6,48,18.9,12,6.9,85.8,90.5,96.1,88.5,84.5,45.5,16,5,6.4,72.9,92,95.5,82.6,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1999969482422,85.8000030517578,72.9000015258789,867,10,0,46,20,5,19,57,9.69999980926514,17,K-5,(770) 551-5890,1130 Spalding Dr,Atlanta,GA,30350,982,,,982,1,,,1010,,,1010,1,,,993,,,993,1,,,B,C
660803,660,Fulton County,803,Paul D. West Middle School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,14.1,5,0.5,55.9,84.6,90.2,64.9,53.7,55.4,37.7,15,9,0.5,62.2,81.1,88.4,66.6,56.3,33.1,14.3,3,0.6,51,84.6,92.4,55.8,50.4,55.9000015258789,62.2000007629395,51,756,2,0,69,26,2,2,94,16,9,6-8,(404) 669-8130,2376 Headland Dr,East Point,GA,30344,,,898,898,,1,,,,875,875,,1,,,,898,898,,1,,D,F
660909,660,Fulton County,909,Lake Forest Elementary,F,41.1,14.7,2,1,58.8,84.3,90.2,79.2,70.6,35.7,44.3,41.1,12.7,4,6.4,64.2,85.6,91.4,84.3,73.8,40.9,14.2,4,7.8,66.9,92.8,90.7,83.9,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7999992370605,64.1999969482422,66.9000015258789,855,1,0,4,93,0,2,99,10.8000001907349,79,K-5,(404) 256-8740,5920 Sandy Springs Cir Ne,Atlanta,GA,30328,840,,,840,1,,,887,,,887,1,,,932,,,932,1,,,D,D
660910,660,Fulton County,910,Johns Creek High School,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,17.7,15,3.3,92.6,99.2,84.5,96.9,96.8,74.8,72.6,95,56.6,19.2,15,1.6,92.4,97.6,79,95.1,96.6,55.8,18.6,15,2.3,91.7,98.1,97.7,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5999984741211,92.4000015258789,91.6999969482422,1974,22,0,9,5,3,61,7,6.30000019073486,3,9-12,(404) 763-5537,5575 State Bridge Rd,Johns Creek,GA,30022,,1892,,1892,,,1,,2001,,2001,,,1,,2017,,2017,,,1,A,A
661103,661,Gilmer County,103,Mountain View Elementary,D,46.4,14.3,1,0.9,62.6,83.2,93.3,78.8,77.7,61.5,,46.9,16.9,13,3.7,80.5,88.8,92.5,85.5,83.1,44.4,15.7,7,1.9,69,88,89.2,73.1,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5999984741211,80.5,69,499,0,0,1,19,1,79,72,7,18,K-4,(706) 276-5100,350 Calvin Jackson Dr,Ellijay,GA,30540,526,,,526,1,,,545,,,545,1,,,541,,,541,1,,,B,D
661107,661,Gilmer County,107,Clear Creek Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,16.6,6,3.8,76.1,93.6,95.9,93,82.3,80.5,51,18.1,9,4.1,82.2,92.4,97.2,94.3,81.6,50,17.3,11,4.1,82.4,92.5,95.5,93.7,82.9,76.0999984741211,82.1999969482422,82.4000015258789,672,0,0,0,18,1,81,68,9.69999980926514,8,7-8,(706) 276-5150,1020 Clear Creek Rd,Ellijay,GA,30536,,,724,724,,1,,,,712,712,,1,,,,719,719,,1,,B,B
661112,661,Gilmer County,112,Gilmer Middle school,B,48.9,19.6,14,7,89.5,95.9,98.1,96.3,84.7,,60,47.6,18.4,6,4.3,76.3,92.4,95.3,92.7,82.1,47.3,17.2,3,4.2,71.7,94.1,92.9,87.3,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,19.8,8,3.8,77.3,91.7,97.3,88.7,82.7,,48.5,20.4,14,4.1,87,93.9,97.9,89.9,84.3,45.1,19.6,6,2.3,73,86.8,95.3,82.3,80.4,83.0999984741211,81.9000015258789,72.3000030517578,583,0,1,1,24,0,74,75,8.39999961853027,13,5-6,(706) 276-5030,1860 S Main St,Ellijay,GA,30540,363,,343,706,0.514159977436066,0.485839992761612,,324,,361,685,0.47299000620842,0.527010023593903,,297,,332,629,0.472180008888245,0.527819991111755,,B,C
661196,661,Gilmer County,196,Gilmer High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,14.8,10,2.2,71.1,89.1,45.8,74,65.1,61.2,46.8,79.9,42.6,15.8,11.3,3.3,73,86.7,48.1,58.3,57,42.1,12.6,5,1.2,60.9,86.5,52.5,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0999984741211,73,60.9000015258789,1233,0,0,0,19,2,78,66,9.39999961853027,5,9-12,(706) 276-5080,408 Bobcat Trl,Ellijay,GA,30540,,1294,,1294,,,1,,1296,,1296,,,1,,1294,,1294,,,1,C,D
661212,661,Gilmer County,212,Ellijay Elementary School,D,41.1,17.5,7,0.5,66.1,78.7,87.9,71.3,73,49,,38.2,16,4,1,59.2,77.9,87.1,65,72.7,38,14.2,8,1.5,61.7,83.1,84.1,60.4,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0999984741211,59.2000007629395,61.7000007629395,662,0,0,0,28,0,72,78,10.6999998092651,24,2-4,(706) 276-5020,32 Mccutchen St,Ellijay,GA,30540,1191,,,1191,1,,,691,,,691,1,,,723,,,723,1,,,F,D
662196,662,Glascock County,196,Glascock County Consolidated School,C,49.9,16.6,6,5.5,78,90.8,98.3,91.7,84.2,65.8,68.2,47,17.1,11,4,79.1,92.7,98.4,88.7,80.6,45.4,15.9,10,4.6,75.9,93.1,95.4,81.5,79.2,46.4,15.9,10,4.3,76.6,93.5,44.8,84.1,61.2,60.9,26.1,95.7,43.3,17.6,11.3,3.5,75.7,89.1,40.4,78.6,70.7,43.5,16.6,10,2.9,73,88.2,77.9,71.4,46.6,16.2,9,3.4,75.2,89.1,95.6,83.2,78.8,80,46.5,18.1,9,1.6,75.2,91,97.2,90.3,84.1,46.2,17.6,10,3.4,77.2,88.7,95.6,84.9,81.8,76.8000030517578,77.0999984741211,75.4000015258789,593,0,0,7,1,2,90,57,7.59999990463257,0,K-12,(706) 598-2121,1230 Panther Way,Gibson,GA,30810,291,186,183,660,0.440910011529922,0.27726998925209,0.281819999217987,281,185,166,632,0.444620013237,0.262659996747971,0.29271999001503,262,209,151,622,0.421220004558563,0.242770001292229,0.336010009050369,C,C
6631052,663,Glynn County,1052,Altama Elementary School,F,39.7,11.8,2,1.8,55.3,80.5,88.8,73.5,64,51.5,47.8,37.6,14.8,7,1,60.4,80.9,85.1,76.2,66,37.9,13.7,6,1.1,58.7,84.6,88.4,72.2,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2999992370605,60.4000015258789,58.7000007629395,510,1,1,64,17,5,10,95,9.39999961853027,14,K-5,(912) 264-3563,5505 Altama Ave,Brunswick,GA,31525,665,,,665,1,,,656,,,656,1,,,624,,,624,1,,,D,F
6631056,663,Glynn County,1056,St. Simons Elementary School,A,54.8,18,11,7.2,91,95.7,98.3,94.4,88.3,73.3,82,52.9,20.5,12,6.7,92.1,97.2,98.1,97.2,94.4,53.8,19.6,15,6,94.4,97.5,98,96.6,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,92.0999984741211,94.4000015258789,481,1,0,20,18,2,59,56,6.90000009536743,15,K-5,(912) 638-2851,805 Ocean Blvd,Saint Simons Island,GA,31522,523,,,523,1,,,542,,,542,1,,,532,,,532,1,,,A,A
663106,663,Glynn County,106,Sterling Elementary School,F,45,12.9,0,1.5,59.4,84.9,94.4,81.6,70.6,60.4,62.1,45.6,18.1,12,6.5,82.2,90.7,95.5,87.6,81,43.1,15.3,8,1.5,67.9,90.6,92,82.6,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4000015258789,82.1999969482422,67.9000015258789,733,1,0,22,16,4,58,70,9.10000038146973,12,K-5,(912) 279-1509,200 Mckenzie Ln,Brunswick,GA,31523,749,,,749,1,,,781,,,781,1,,,835,,,835,1,,,B,D
663112,663,Glynn County,112,Glynn Middle,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,15.2,7,2.7,76.4,94.5,97.4,91,84,84.5,53.4,17.4,7,4.6,82.4,94.6,97,93.2,87.3,53.6,17.9,14,4.1,89.6,95.7,97.2,94.6,89,76.4000015258789,82.4000015258789,89.5999984741211,782,1,0,31,13,1,53,52,12.5,6,6-8,(912) 267-4150,635 Lanier Blvd,Brunswick,GA,31520,,,1131,1131,,1,,,,863,863,,1,,,,859,859,,1,,B,B
663114,663,Glynn County,114,Jane Macon Middle,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,16,6,4.3,76.6,93.8,97.6,88.9,81.3,82,50.2,18.8,10,6,85,94.4,96.3,93.4,84.1,47.6,17.7,7,5,77.3,94.2,96,93,79.4,76.5999984741211,85,77.3000030517578,747,1,0,31,8,4,56,71,13.1000003814697,3,6-8,(912) 265-3337,201 Mckenzie Dr,Brunswick,GA,31523,,,996,996,,1,,,,842,842,,1,,,,831,831,,1,,B,C
663116,663,Glynn County,116,Risley Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,16.6,6,3.6,78.9,94.3,96.2,90.9,82.6,86.2,50.3,17.5,6,5.3,79.1,94.7,97.2,91.5,83.4,,,,,,,,,,78.9000015258789,79.0999984741211,,614,1,0,35,5,3,56,60,13.6999998092651,2,6-8,(912) 267-4100,707 Southport Pkwy,Brunswick,GA,31523,,,,,,,,,,676,676,,1,,,,680,680,,1,,C,A
663178,663,Glynn County,178,Glyndale Elementary School,B,48.8,15.9,8,7.7,80.4,93.8,97.1,90.5,79.3,58.5,72.6,44.4,18.1,5,7.8,75.3,90.3,90.7,87.3,82.3,45.6,19.2,13,6.7,84.5,92.5,94.4,90.6,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4000015258789,75.3000030517578,84.5,569,1,0,31,19,5,43,82,10.3999996185303,17,K-5,(912) 264-8740,1785 Old Jesup Rd,Brunswick,GA,31525,684,,,684,1,,,686,,,686,1,,,678,,,678,1,,,C,B
663190,663,Glynn County,190,Golden Isles Elementary School,D,46.8,14.2,2,3.5,66.5,84.6,92.5,86,76.8,62.3,58.3,46.1,17.7,10,6.4,80.2,89.5,93.8,89.8,83,45.9,16.5,8,5.9,76.3,92.1,93.9,85.7,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,80.1999969482422,76.3000030517578,745,2,0,33,8,4,52,75,10.6000003814697,7,K-5,(912) 264-6822,1350 Cate Rd,Brunswick,GA,31525,850,,,850,1,,,844,,,844,1,,,845,,,845,1,,,B,C
663195,663,Glynn County,195,Oglethorpe Point Elementary School,A,57.3,17.3,15,4.9,94.5,97.5,99.3,96,95.3,86.6,86.4,57.8,18,14,3.8,93.6,97.9,99.3,97.9,96.1,57.2,19.3,12,3.6,92.1,96.9,98.1,97.3,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,93.5999984741211,92.0999984741211,566,1,0,12,8,4,73,28,4.80000019073486,5,K-5,(912) 638-6200,6200 Frederica Rd,Saint Simons Island,GA,31522,642,,,642,1,,,650,,,650,1,,,655,,,655,1,,,A,A
663198,663,Glynn County,198,Satilla Marsh Elementary School,B,53.5,16.2,8,4.6,82.3,94.6,98.1,93.7,89.1,65.3,79.1,50.2,18,13,5.4,86.6,95.7,96.8,94.9,91.2,50.8,15.7,6,3.9,76.4,94.7,95.9,93.4,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3000030517578,86.5999984741211,76.4000015258789,754,0,0,13,4,3,79,48,8.80000019073486,1,K-5,(912) 265-3675,360 S Port Pkwy,Brunswick,GA,31523,815,,,815,1,,,832,,,832,1,,,828,,,828,1,,,B,C
663199,663,Glynn County,199,Needwood Middle School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,14.1,4,2,67.9,90.6,95.3,86.1,77.9,70.8,45.9,15.5,10,4.5,75.9,92.9,95.7,86.4,76.6,44.4,15.5,6,3.2,69.1,90.6,94.3,82.7,76.1,67.9000015258789,75.9000015258789,69.0999984741211,667,3,0,46,10,4,34,73,16.2000007629395,5,6-8,(912) 261-4488,669 Harry Driggers Blvd,Brunswick,GA,31525,,,726,726,,1,,,,764,764,,1,,,,757,757,,1,,C,D
663298,663,Glynn County,298,Greer Elementary School,B,55,16.9,11,6.9,89.8,97,97,95,91.7,72.5,81.2,52.9,19,10,3.8,85.7,94.1,95.9,93.4,90,55.3,19,11,3.6,88.9,93.9,95,92.8,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8000030517578,85.6999969482422,88.9000015258789,637,3,0,26,8,4,58,51,10,6,K-5,(912) 267-4135,695 Harry Driggers Blvd,Brunswick,GA,31525,707,,,707,1,,,726,,,726,1,,,707,,,707,1,,,B,B
6633552,663,Glynn County,3552,Brunswick High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,14.8,5,4.8,67.2,94,32.3,84.7,78.6,59.4,34.9,72.3,42.6,16.2,8.7,5.1,72.6,93.3,39.4,81.8,46.2,42.2,15.7,12.5,5,75.4,92.1,80.1,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1999969482422,72.5999984741211,75.4000015258789,1690,2,0,41,7,4,45,63,12.1000003814697,2,9-12,(912) 267-4200,3920 Habersham St,Brunswick,GA,31520,,1977,,1977,,,1,,1830,,1830,,,1,,1823,,1823,,,1,C,C
6634052,663,Glynn County,4052,Burroughs-Molette Elementary School,F,32.6,10.6,3,3.5,49.7,76.2,85.5,69.4,49.4,22.6,26.3,34.8,16,10,3.6,64.4,78.8,84,70.8,59.9,28.7,11.9,5,0.5,46.1,78.2,81.6,70.5,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7000007629395,64.4000015258789,46.0999984741211,483,0,0,83,10,1,6,97,15.1000003814697,10,K-5,(912) 267-4130,1900 Lee St,Brunswick,GA,31520,599,,,599,1,,,578,,,578,1,,,564,,,564,1,,,D,F
6634752,663,Glynn County,4752,Glynn Academy,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,15.7,11.3,2.6,77.3,94.5,45.8,92.7,78.4,66.9,47.7,82.5,47.2,16.1,13.8,3.4,80.5,93.8,51,85,81.3,45.5,15.8,12.5,2,75.8,87.4,82.7,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3000030517578,80.5,75.8000030517578,1687,1,0,26,8,3,61,42,9.5,2,9-12,(912) 267-4210,1001 Mansfield St,Brunswick,GA,31520,,1843,,1843,,,1,,1845,,1845,,,1,,1780,,1780,,,1,B,C
6635052,663,Glynn County,5052,Goodyear Elementary School,F,39.8,13,0,3.7,56.5,79.3,85.1,73.3,61.3,49.4,44.6,43.9,16.9,15,8.6,84.4,90.9,92.9,85.8,82.2,37.7,15.2,6,4.3,63.2,86.8,89.5,80,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,84.4000015258789,63.2000007629395,570,0,0,75,13,2,9,95,14.6999998092651,10,K-5,(912) 267-4170,3000 Roxboro Rd,Brunswick,GA,31520,594,,,594,1,,,593,,,593,1,,,667,,,667,1,,,B,D
6641050,664,Gordon County,1050,Belwood Elementary School,B,49.3,16.3,9,5.7,80.3,95.4,96.9,92.8,79,60.2,64,50.9,16.9,9,5.4,82.2,93.5,94.5,94,86.6,48.8,17.8,8,5.4,80,97,96,92,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3000030517578,82.1999969482422,80,440,2,1,2,17,1,76,75,8.19999980926514,18,K-5,(706) 629-9547,590 Belwood Rd Se,Calhoun,GA,30701,514,,,514,1,,,543,,,543,1,,,484,,,484,1,,,B,B
664106,664,Gordon County,106,Sonoraville High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,14.9,8.7,3.2,72.2,87.6,51.2,84.8,63.5,42.5,35.3,86.6,45.1,15.7,7.5,3.7,72,92,48.2,79.9,72.6,46.2,16,12.5,3.7,78.4,91.4,81.9,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1999969482422,72,78.4000015258789,1014,0,2,1,3,2,91,54,9.60000038146973,4,9-12,(706) 602-0320,7340 Fairmount Hwy Se,Calhoun,GA,30701,,1101,,1101,,,1,,1110,,1110,,,1,,1061,,1061,,,1,C,C
664110,664,Gordon County,110,Sonoraville Elementary,B,50.7,16.6,11,6.1,84.4,97.2,98.9,93.3,88.3,75.3,66.7,49.5,17.3,13,5.3,85.1,94.8,97.4,90.6,87.4,47.1,17.1,6,5.7,75.9,93.5,94.7,86.6,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4000015258789,85.0999984741211,75.9000015258789,570,0,0,2,12,2,84,55,9.10000038146973,9,K-5,(706) 879-5302,7320 Fairmount Hwy Se,Calhoun,GA,30701,718,,,718,1,,,679,,,679,1,,,634,,,634,1,,,B,C
664115,664,Gordon County,115,Red Bud Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,15.9,5,4,76.4,92.7,96.1,90.2,83.3,,,,,,,,,,,,,,,,,,,,76.4000015258789,,,558,1,1,2,2,3,91,63,9.69999980926514,6,6-7,(706) 879-5261,430 Floyd Rd Ne,Calhoun,GA,30701,,,,,,,,,,,,,,,,,604,604,,1,,A,A
664176,664,Gordon County,176,Tolbert Elementary School,B,50.7,16.3,12,8.9,87.9,93.5,98,92.7,90.7,80.3,61.5,48.4,18.2,15,6.7,88.3,94.1,97.7,91.8,82,44.7,16.5,2,3.2,66.4,92.5,92.9,79.6,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9000015258789,88.3000030517578,66.4000015258789,582,1,1,1,22,4,71,81,6.40000009536743,12,K-5,(706) 629-4404,1435 Hall Memorial Rd Nw,Resaca,GA,30735,732,,,732,1,,,663,,,663,1,,,678,,,678,1,,,B,D
664190,664,Gordon County,190,Red Bud Elementary School,C,48.4,15.2,6,6,75.6,92.1,96.4,90.5,79,65.4,73.6,52.8,17.8,15,6,91.6,95.4,97.5,95,86.7,45.7,17.5,9,4.4,76.6,93.9,95.6,80.4,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5999984741211,91.5999984741211,76.5999984741211,537,1,1,2,14,2,80,70,8.60000038146973,13,K-5,(706) 625-2111,4151 Red Bud Rd Ne,Calhoun,GA,30701,713,,,713,1,,,678,,,678,1,,,595,,,595,1,,,A,C
